Date,Value,Rate
10/01/2020,-0.453,EONIA
10/01/2020,-0.253,EUR12M
10/01/2020,-0.463,EUR1M
10/01/2020,-0.514,EUR1W
10/01/2020,-0.395,EUR3M
10/01/2020,-0.334,EUR6M
10/01/2020,0.8515,GBP
10/01/2020,121.77,JPY
10/01/2020,9.8785,NOK
10/01/2020,1.112,USD
10/02/2020,1.0661,CHF
10/02/2020,-0.452,EONIA
10/02/2020,-0.269,EUR12M
10/02/2020,-0.471,EUR1M
10/02/2020,-0.508,EUR1W
10/02/2020,-0.397,EUR3M
10/02/2020,-0.34600000000000003,EUR6M
10/02/2020,0.8448,GBP
10/02/2020,119.75,JPY
10/02/2020,10.1268,NOK
10/02/2020,1.091,USD
10/03/2020,1.06,CHF
10/03/2020,-0.456,EONIA
10/03/2020,-0.358,EUR12M
10/03/2020,-0.513,EUR1M
10/03/2020,-0.524,EUR1W
10/03/2020,-0.482,EUR3M
10/03/2020,-0.438,EUR6M
10/03/2020,0.8762,GBP
10/03/2020,118.855,JPY
10/03/2020,10.8293,NOK
10/03/2020,1.1307,USD
10/04/2019,-0.3670000000000001,EONIA
10/04/2019,-0.112,EUR12M
10/04/2019,-0.3670000000000001,EUR1M
10/04/2019,-0.378,EUR1W
10/04/2019,-0.31,EUR3M
10/04/2019,-0.231,EUR6M
10/04/2020,1.0555,CHF
10/04/2020,0.8779,GBP
10/04/2020,118.542,JPY
10/04/2020,11.1446,NOK
10/04/2020,1.0932,USD
10/05/2019,-0.365,EONIA
10/05/2019,-0.118,EUR12M
10/05/2019,-0.3670000000000001,EUR1M
10/05/2019,-0.381,EUR1W
10/05/2019,-0.309,EUR3M
10/05/2019,-0.231,EUR6M
10/06/2019,-0.368,EONIA
10/06/2019,-0.17800000000000002,EUR12M
10/06/2019,-0.377,EUR1M
10/06/2019,-0.391,EUR1W
10/06/2019,-0.318,EUR3M
10/06/2019,-0.258,EUR6M
10/07/2019,-0.368,EONIA
10/07/2019,-0.253,EUR12M
10/07/2019,-0.389,EUR1M
10/07/2019,-0.396,EUR1W
10/07/2019,-0.358,EUR3M
10/07/2019,-0.329,EUR6M
10/09/2019,-0.365,EONIA
10/09/2019,-0.37,EUR12M
10/09/2019,-0.455,EUR1M
10/09/2019,-0.407,EUR1W
10/09/2019,-0.435,EUR3M
10/09/2019,-0.414,EUR6M
10/10/2019,-0.467,EONIA
10/10/2019,-0.326,EUR12M
10/10/2019,-0.466,EUR1M
10/10/2019,-0.493,EUR1W
10/10/2019,-0.418,EUR3M
10/10/2019,-0.375,EUR6M
10/12/2019,-0.459,EONIA
10/12/2019,-0.269,EUR12M
10/12/2019,-0.448,EUR1M
10/12/2019,-0.4920000000000001,EUR1W
10/12/2019,-0.393,EUR3M
10/12/2019,-0.333,EUR6M
11/01/2019,-0.366,EONIA
11/01/2019,-0.117,EUR12M
11/01/2019,-0.365,EUR1M
11/01/2019,-0.375,EUR1W
11/01/2019,-0.308,EUR3M
11/01/2019,-0.236,EUR6M
11/02/2019,-0.366,EONIA
11/02/2019,-0.109,EUR12M
11/02/2019,-0.368,EUR1M
11/02/2019,-0.374,EUR1W
11/02/2019,-0.308,EUR3M
11/02/2019,-0.232,EUR6M
11/02/2020,1.0652,CHF
11/02/2020,-0.456,EONIA
11/02/2020,-0.276,EUR12M
11/02/2020,-0.477,EUR1M
11/02/2020,-0.515,EUR1W
11/02/2020,-0.409,EUR3M
11/02/2020,-0.35,EUR6M
11/02/2020,0.8426,GBP
11/02/2020,119.87200000000001,JPY
11/02/2020,10.0922,NOK
11/02/2020,1.0919,USD
11/03/2019,-0.371,EONIA
11/03/2019,-0.108,EUR12M
11/03/2019,-0.368,EUR1M
11/03/2019,-0.376,EUR1W
11/03/2019,-0.308,EUR3M
11/03/2019,-0.232,EUR6M
11/03/2020,1.0576,CHF
11/03/2020,-0.458,EONIA
11/03/2020,-0.339,EUR12M
11/03/2020,-0.503,EUR1M
11/03/2020,-0.523,EUR1W
11/03/2020,-0.473,EUR3M
11/03/2020,-0.429,EUR6M
11/03/2020,0.8785,GBP
11/03/2020,117.906,JPY
11/03/2020,10.904000000000002,NOK
11/03/2020,1.1258,USD
11/04/2019,-0.3670000000000001,EONIA
11/04/2019,-0.112,EUR12M
11/04/2019,-0.3670000000000001,EUR1M
11/04/2019,-0.378,EUR1W
11/04/2019,-0.31,EUR3M
11/04/2019,-0.232,EUR6M
11/05/2020,1.0514,CHF
11/05/2020,-0.459,EONIA
11/05/2020,-0.085,EUR12M
11/05/2020,-0.446,EUR1M
11/05/2020,-0.512,EUR1W
11/05/2020,-0.258,EUR3M
11/05/2020,-0.147,EUR6M
11/05/2020,0.8762,GBP
11/05/2020,116.35,JPY
11/05/2020,11.1229,NOK
11/05/2020,1.0809,USD
11/06/2019,-0.37,EONIA
11/06/2019,-0.17800000000000002,EUR12M
11/06/2019,-0.377,EUR1M
11/06/2019,-0.396,EUR1W
11/06/2019,-0.319,EUR3M
11/06/2019,-0.258,EUR6M
11/07/2019,-0.366,EONIA
11/07/2019,-0.277,EUR12M
11/07/2019,-0.394,EUR1M
11/07/2019,-0.404,EUR1W
11/07/2019,-0.364,EUR3M
11/07/2019,-0.342,EUR6M
11/09/2019,-0.366,EONIA
11/09/2019,-0.373,EUR12M
11/09/2019,-0.453,EUR1M
11/09/2019,-0.412,EUR1W
11/09/2019,-0.43,EUR3M
11/09/2019,-0.408,EUR6M
11/10/2019,-0.465,EONIA
11/10/2019,-0.303,EUR12M
11/10/2019,-0.473,EUR1M
11/10/2019,-0.496,EUR1W
11/10/2019,-0.418,EUR3M
11/10/2019,-0.358,EUR6M
11/11/2019,-0.456,EONIA
11/11/2019,-0.263,EUR12M
11/11/2019,-0.453,EUR1M
11/11/2019,-0.485,EUR1W
11/11/2019,-0.394,EUR3M
11/11/2019,-0.331,EUR6M
11/12/2019,-0.459,EONIA
11/12/2019,-0.272,EUR12M
11/12/2019,-0.456,EUR1M
11/12/2019,-0.491,EUR1W
11/12/2019,-0.393,EUR3M
11/12/2019,-0.338,EUR6M
12/02/2019,-0.3670000000000001,EONIA
12/02/2019,-0.11,EUR12M
12/02/2019,-0.368,EUR1M
12/02/2019,-0.3720000000000001,EUR1W
12/02/2019,-0.308,EUR3M
12/02/2019,-0.231,EUR6M
12/02/2020,1.0634,CHF
12/02/2020,-0.456,EONIA
12/02/2020,-0.28800000000000003,EUR12M
12/02/2020,-0.47,EUR1M
12/02/2020,-0.518,EUR1W
12/02/2020,-0.413,EUR3M
12/02/2020,-0.362,EUR6M
12/02/2020,0.8388,GBP
12/02/2020,119.677,JPY
12/02/2020,10.0295,NOK
12/02/2020,1.0871,USD
12/03/2019,-0.366,EONIA
12/03/2019,-0.108,EUR12M
12/03/2019,-0.368,EUR1M
12/03/2019,-0.378,EUR1W
12/03/2019,-0.309,EUR3M
12/03/2019,-0.231,EUR6M
12/03/2020,1.0566,CHF
12/03/2020,-0.455,EONIA
12/03/2020,-0.368,EUR12M
12/03/2020,-0.52,EUR1M
12/03/2020,-0.528,EUR1W
12/03/2020,-0.489,EUR3M
12/03/2020,-0.447,EUR6M
12/03/2020,0.8881,GBP
12/03/2020,117.09299999999999,JPY
12/03/2020,11.3592,NOK
12/03/2020,1.1176,USD
12/04/2019,-0.364,EONIA
12/04/2019,-0.112,EUR12M
12/04/2019,-0.3670000000000001,EUR1M
12/04/2019,-0.378,EUR1W
12/04/2019,-0.31,EUR3M
12/04/2019,-0.232,EUR6M
12/05/2020,1.0519,CHF
12/05/2020,-0.458,EONIA
12/05/2020,-0.073,EUR12M
12/05/2020,-0.448,EUR1M
12/05/2020,-0.513,EUR1W
12/05/2020,-0.245,EUR3M
12/05/2020,-0.147,EUR6M
12/05/2020,0.8845,GBP
12/05/2020,116.384,JPY
12/05/2020,11.0249,NOK
12/05/2020,1.0852,USD
12/06/2019,-0.3670000000000001,EONIA
12/06/2019,-0.173,EUR12M
12/06/2019,-0.377,EUR1M
12/06/2019,-0.395,EUR1W
12/06/2019,-0.318,EUR3M
12/06/2019,-0.259,EUR6M
12/07/2019,-0.366,EONIA
12/07/2019,-0.28,EUR12M
12/07/2019,-0.393,EUR1M
12/07/2019,-0.399,EUR1W
12/07/2019,-0.363,EUR3M
12/07/2019,-0.342,EUR6M
12/08/2019,-0.36,EONIA
12/08/2019,-0.35200000000000004,EUR12M
12/08/2019,-0.405,EUR1M
12/08/2019,-0.404,EUR1W
12/08/2019,-0.4,EUR3M
12/08/2019,-0.4,EUR6M
12/09/2019,-0.366,EONIA
12/09/2019,-0.373,EUR12M
12/09/2019,-0.455,EUR1M
12/09/2019,-0.4270000000000001,EUR1W
12/09/2019,-0.433,EUR3M
12/09/2019,-0.408,EUR6M
12/11/2019,-0.452,EONIA
12/11/2019,-0.255,EUR12M
12/11/2019,-0.457,EUR1M
12/11/2019,-0.482,EUR1W
12/11/2019,-0.398,EUR3M
12/11/2019,-0.328,EUR6M
12/12/2019,-0.459,EONIA
12/12/2019,-0.266,EUR12M
12/12/2019,-0.464,EUR1M
12/12/2019,-0.487,EUR1W
12/12/2019,-0.395,EUR3M
12/12/2019,-0.34,EUR6M
13/01/2020,1.0806,CHF
13/01/2020,-0.452,EONIA
13/01/2020,-0.246,EUR12M
13/01/2020,-0.46,EUR1M
13/01/2020,-0.498,EUR1W
13/01/2020,-0.389,EUR3M
13/01/2020,-0.324,EUR6M
13/01/2020,0.857,GBP
13/01/2020,122.413,JPY
13/01/2020,9.8959,NOK
13/01/2020,1.1135,USD
13/02/2019,-0.369,EONIA
13/02/2019,-0.108,EUR12M
13/02/2019,-0.3670000000000001,EUR1M
13/02/2019,-0.3720000000000001,EUR1W
13/02/2019,-0.308,EUR3M
13/02/2019,-0.231,EUR6M
13/02/2020,1.0612,CHF
13/02/2020,-0.455,EONIA
13/02/2020,-0.287,EUR12M
13/02/2020,-0.48,EUR1M
13/02/2020,-0.509,EUR1W
13/02/2020,-0.411,EUR3M
13/02/2020,-0.35700000000000004,EUR6M
13/02/2020,0.8311,GBP
13/02/2020,119.038,JPY
13/02/2020,10.0293,NOK
13/02/2020,1.084,USD
13/03/2019,-0.3670000000000001,EONIA
13/03/2019,-0.109,EUR12M
13/03/2019,-0.368,EUR1M
13/03/2019,-0.376,EUR1W
13/03/2019,-0.31,EUR3M
13/03/2019,-0.232,EUR6M
13/03/2020,1.056,CHF
13/03/2020,-0.456,EONIA
13/03/2020,-0.287,EUR12M
13/03/2020,-0.48,EUR1M
13/03/2020,-0.527,EUR1W
13/03/2020,-0.428,EUR3M
13/03/2020,-0.397,EUR6M
13/03/2020,0.9032,GBP
13/03/2020,119.86399999999999,JPY
13/03/2020,11.0915,NOK
13/03/2020,1.1105,USD
13/04/2020,1.0556,CHF
13/04/2020,0.8722,GBP
13/04/2020,117.544,JPY
13/04/2020,11.2446,NOK
13/04/2020,1.0915,USD
13/05/2019,-0.368,EONIA
13/05/2019,-0.118,EUR12M
13/05/2019,-0.366,EUR1M
13/05/2019,-0.379,EUR1W
13/05/2019,-0.311,EUR3M
13/05/2019,-0.231,EUR6M
13/05/2020,1.0516,CHF
13/05/2020,-0.457,EONIA
13/05/2020,-0.068,EUR12M
13/05/2020,-0.454,EUR1M
13/05/2020,-0.518,EUR1W
13/05/2020,-0.253,EUR3M
13/05/2020,-0.142,EUR6M
13/05/2020,0.8843,GBP
13/05/2020,115.777,JPY
13/05/2020,10.9876,NOK
13/05/2020,1.0818,USD
13/06/2019,-0.361,EONIA
13/06/2019,-0.168,EUR12M
13/06/2019,-0.376,EUR1M
13/06/2019,-0.394,EUR1W
13/06/2019,-0.318,EUR3M
13/06/2019,-0.259,EUR6M
13/08/2019,-0.359,EONIA
13/08/2019,-0.35700000000000004,EUR12M
13/08/2019,-0.413,EUR1M
13/08/2019,-0.408,EUR1W
13/08/2019,-0.402,EUR3M
13/08/2019,-0.401,EUR6M
13/09/2019,-0.369,EONIA
13/09/2019,-0.325,EUR12M
13/09/2019,-0.438,EUR1M
13/09/2019,-0.425,EUR1W
13/09/2019,-0.4,EUR3M
13/09/2019,-0.377,EUR6M
13/11/2019,-0.446,EONIA
13/11/2019,-0.261,EUR12M
13/11/2019,-0.463,EUR1M
13/11/2019,-0.483,EUR1W
13/11/2019,-0.402,EUR3M
13/11/2019,-0.336,EUR6M
13/12/2019,-0.458,EONIA
13/12/2019,-0.263,EUR12M
13/12/2019,-0.467,EUR1M
13/12/2019,-0.491,EUR1W
13/12/2019,-0.4,EUR3M
13/12/2019,-0.34,EUR6M
14/01/2019,-0.366,EONIA
14/01/2019,-0.118,EUR12M
14/01/2019,-0.368,EUR1M
14/01/2019,-0.375,EUR1W
14/01/2019,-0.308,EUR3M
14/01/2019,-0.236,EUR6M
14/01/2020,1.0763,CHF
14/01/2020,-0.453,EONIA
14/01/2020,-0.243,EUR12M
14/01/2020,-0.46,EUR1M
14/01/2020,-0.503,EUR1W
14/01/2020,-0.391,EUR3M
14/01/2020,-0.329,EUR6M
14/01/2020,0.8543,GBP
14/01/2020,122.374,JPY
14/01/2020,9.872,NOK
14/01/2020,1.1126,USD
14/02/2019,-0.37,EONIA
14/02/2019,-0.108,EUR12M
14/02/2019,-0.368,EUR1M
14/02/2019,-0.3720000000000001,EUR1W
14/02/2019,-0.308,EUR3M
14/02/2019,-0.231,EUR6M
14/02/2020,1.0636,CHF
14/02/2020,-0.453,EONIA
14/02/2020,-0.293,EUR12M
14/02/2020,-0.48,EUR1M
14/02/2020,-0.509,EUR1W
14/02/2020,-0.413,EUR3M
14/02/2020,-0.359,EUR6M
14/02/2020,0.8299,GBP
14/02/2020,118.89399999999999,JPY
14/02/2020,10.0064,NOK
14/02/2020,1.083,USD
14/03/2019,-0.368,EONIA
14/03/2019,-0.109,EUR12M
14/03/2019,-0.368,EUR1M
14/03/2019,-0.377,EUR1W
14/03/2019,-0.309,EUR3M
14/03/2019,-0.232,EUR6M
14/04/2020,1.0545,CHF
14/04/2020,-0.449,EONIA
14/04/2020,-0.105,EUR12M
14/04/2020,-0.404,EUR1M
14/04/2020,-0.518,EUR1W
14/04/2020,-0.248,EUR3M
14/04/2020,-0.195,EUR6M
14/04/2020,0.87,GBP
14/04/2020,117.715,JPY
14/04/2020,11.3051,NOK
14/04/2020,1.0983,USD
14/05/2019,-0.366,EONIA
14/05/2019,-0.121,EUR12M
14/05/2019,-0.366,EUR1M
14/05/2019,-0.38,EUR1W
14/05/2019,-0.311,EUR3M
14/05/2019,-0.232,EUR6M
14/05/2020,1.0515,CHF
14/05/2020,-0.456,EONIA
14/05/2020,-0.078,EUR12M
14/05/2020,-0.469,EUR1M
14/05/2020,-0.515,EUR1W
14/05/2020,-0.262,EUR3M
14/05/2020,-0.13699999999999998,EUR6M
14/05/2020,0.8836,GBP
14/05/2020,115.853,JPY
14/05/2020,10.9618,NOK
14/05/2020,1.0803,USD
14/06/2019,-0.368,EONIA
14/06/2019,-0.171,EUR12M
14/06/2019,-0.378,EUR1M
14/06/2019,-0.393,EUR1W
14/06/2019,-0.318,EUR3M
14/06/2019,-0.261,EUR6M
14/08/2019,-0.361,EONIA
14/08/2019,-0.35,EUR12M
14/08/2019,-0.403,EUR1M
14/08/2019,-0.404,EUR1W
14/08/2019,-0.406,EUR3M
14/08/2019,-0.406,EUR6M
14/10/2019,-0.464,EONIA
14/10/2019,-0.301,EUR12M
14/10/2019,-0.468,EUR1M
14/10/2019,-0.504,EUR1W
14/10/2019,-0.416,EUR3M
14/10/2019,-0.353,EUR6M
14/11/2019,-0.451,EONIA
14/11/2019,-0.266,EUR12M
14/11/2019,-0.455,EUR1M
14/11/2019,-0.478,EUR1W
14/11/2019,-0.399,EUR3M
14/11/2019,-0.33,EUR6M
15/01/2019,-0.369,EONIA
15/01/2019,-0.117,EUR12M
15/01/2019,-0.369,EUR1M
15/01/2019,-0.377,EUR1W
15/01/2019,-0.308,EUR3M
15/01/2019,-0.236,EUR6M
15/01/2020,1.0747,CHF
15/01/2020,-0.453,EONIA
15/01/2020,-0.252,EUR12M
15/01/2020,-0.458,EUR1M
15/01/2020,-0.505,EUR1W
15/01/2020,-0.393,EUR3M
15/01/2020,-0.334,EUR6M
15/01/2020,0.8548,GBP
15/01/2020,122.53399999999999,JPY
15/01/2020,9.8803,NOK
15/01/2020,1.1152,USD
15/02/2019,-0.369,EONIA
15/02/2019,-0.108,EUR12M
15/02/2019,-0.368,EUR1M
15/02/2019,-0.3720000000000001,EUR1W
15/02/2019,-0.308,EUR3M
15/02/2019,-0.232,EUR6M
15/03/2019,-0.366,EONIA
15/03/2019,-0.109,EUR12M
15/03/2019,-0.368,EUR1M
15/03/2019,-0.376,EUR1W
15/03/2019,-0.309,EUR3M
15/03/2019,-0.232,EUR6M
15/04/2019,-0.366,EONIA
15/04/2019,-0.111,EUR12M
15/04/2019,-0.3670000000000001,EUR1M
15/04/2019,-0.378,EUR1W
15/04/2019,-0.31,EUR3M
15/04/2019,-0.231,EUR6M
15/04/2020,1.0523,CHF
15/04/2020,-0.45,EONIA
15/04/2020,-0.11,EUR12M
15/04/2020,-0.422,EUR1M
15/04/2020,-0.525,EUR1W
15/04/2020,-0.25,EUR3M
15/04/2020,-0.196,EUR6M
15/04/2020,0.8705,GBP
15/04/2020,117.13,JPY
15/04/2020,11.4545,NOK
15/04/2020,1.0901,USD
15/05/2019,-0.368,EONIA
15/05/2019,-0.125,EUR12M
15/05/2019,-0.366,EUR1M
15/05/2019,-0.379,EUR1W
15/05/2019,-0.311,EUR3M
15/05/2019,-0.235,EUR6M
15/05/2020,1.0511,CHF
15/05/2020,-0.078,EUR12M
15/05/2020,-0.467,EUR1M
15/05/2020,-0.512,EUR1W
15/05/2020,-0.266,EUR3M
15/05/2020,-0.131,EUR6M
15/05/2020,0.8939,GBP
15/05/2020,115.94200000000001,JPY
15/05/2020,11.0608,NOK
15/05/2020,1.0818,USD
15/07/2019,-0.368,EONIA
15/07/2019,-0.287,EUR12M
15/07/2019,-0.393,EUR1M
15/07/2019,-0.401,EUR1W
15/07/2019,-0.363,EUR3M
15/07/2019,-0.343,EUR6M
15/08/2019,-0.362,EONIA
15/08/2019,-0.353,EUR12M
15/08/2019,-0.404,EUR1M
15/08/2019,-0.413,EUR1W
15/08/2019,-0.404,EUR3M
15/08/2019,-0.409,EUR6M
15/10/2019,-0.466,EONIA
15/10/2019,-0.303,EUR12M
15/10/2019,-0.458,EUR1M
15/10/2019,-0.487,EUR1W
15/10/2019,-0.418,EUR3M
15/10/2019,-0.358,EUR6M
15/11/2019,-0.456,EONIA
15/11/2019,-0.269,EUR12M
15/11/2019,-0.45,EUR1M
15/11/2019,-0.468,EUR1W
15/11/2019,-0.404,EUR3M
15/11/2019,-0.333,EUR6M
16/01/2019,-0.37,EONIA
16/01/2019,-0.117,EUR12M
16/01/2019,-0.369,EUR1M
16/01/2019,-0.378,EUR1W
16/01/2019,-0.308,EUR3M
16/01/2019,-0.236,EUR6M
16/01/2020,1.0744,CHF
16/01/2020,-0.451,EONIA
16/01/2020,-0.251,EUR12M
16/01/2020,-0.466,EUR1M
16/01/2020,-0.51,EUR1W
16/01/2020,-0.393,EUR3M
16/01/2020,-0.33,EUR6M
16/01/2020,0.8517,GBP
16/01/2020,122.699,JPY
16/01/2020,9.8967,NOK
16/01/2020,1.1137,USD
16/03/2020,1.0574,CHF
16/03/2020,-0.451,EONIA
16/03/2020,-0.268,EUR12M
16/03/2020,-0.488,EUR1M
16/03/2020,-0.507,EUR1W
16/03/2020,-0.41,EUR3M
16/03/2020,-0.3720000000000001,EUR6M
16/03/2020,0.9103,GBP
16/03/2020,118.70200000000001,JPY
16/03/2020,11.4841,NOK
16/03/2020,1.1168,USD
16/04/2019,-0.366,EONIA
16/04/2019,-0.112,EUR12M
16/04/2019,-0.3670000000000001,EUR1M
16/04/2019,-0.378,EUR1W
16/04/2019,-0.31,EUR3M
16/04/2019,-0.232,EUR6M
16/04/2020,1.0523,CHF
16/04/2020,-0.449,EONIA
16/04/2020,-0.098,EUR12M
16/04/2020,-0.438,EUR1M
16/04/2020,-0.516,EUR1W
16/04/2020,-0.224,EUR3M
16/04/2020,-0.187,EUR6M
16/04/2020,0.8701,GBP
16/04/2020,117.245,JPY
16/04/2020,11.2914,NOK
16/04/2020,1.0859999999999999,USD
16/05/2019,-0.371,EONIA
16/05/2019,-0.128,EUR12M
16/05/2019,-0.366,EUR1M
16/05/2019,-0.379,EUR1W
16/05/2019,-0.312,EUR3M
16/05/2019,-0.237,EUR6M
16/07/2019,-0.37,EONIA
16/07/2019,-0.28600000000000003,EUR12M
16/07/2019,-0.395,EUR1M
16/07/2019,-0.398,EUR1W
16/07/2019,-0.3670000000000001,EUR3M
16/07/2019,-0.35,EUR6M
16/08/2019,-0.364,EONIA
16/08/2019,-0.385,EUR12M
16/08/2019,-0.423,EUR1M
16/08/2019,-0.403,EUR1W
16/08/2019,-0.42,EUR3M
16/08/2019,-0.4270000000000001,EUR6M
16/09/2019,-0.3670000000000001,EONIA
16/09/2019,-0.309,EUR12M
16/09/2019,-0.449,EUR1M
16/09/2019,-0.458,EUR1W
16/09/2019,-0.394,EUR3M
16/09/2019,-0.361,EUR6M
16/10/2019,-0.463,EONIA
16/10/2019,-0.299,EUR12M
16/10/2019,-0.458,EUR1M
16/10/2019,-0.498,EUR1W
16/10/2019,-0.41,EUR3M
16/10/2019,-0.354,EUR6M
16/12/2019,-0.458,EONIA
16/12/2019,-0.262,EUR12M
16/12/2019,-0.466,EUR1M
16/12/2019,-0.501,EUR1W
16/12/2019,-0.396,EUR3M
16/12/2019,-0.34,EUR6M
17/01/2019,-0.369,EONIA
17/01/2019,-0.118,EUR12M
17/01/2019,-0.368,EUR1M
17/01/2019,-0.379,EUR1W
17/01/2019,-0.308,EUR3M
17/01/2019,-0.236,EUR6M
17/01/2020,1.0728,CHF
17/01/2020,-0.452,EONIA
17/01/2020,-0.242,EUR12M
17/01/2020,-0.462,EUR1M
17/01/2020,-0.505,EUR1W
17/01/2020,-0.391,EUR3M
17/01/2020,-0.332,EUR6M
17/01/2020,0.8524,GBP
17/01/2020,122.16,JPY
17/01/2020,9.8782,NOK
17/01/2020,1.1088,USD
17/02/2020,1.0627,CHF
17/02/2020,-0.456,EONIA
17/02/2020,-0.294,EUR12M
17/02/2020,-0.48,EUR1M
17/02/2020,-0.504,EUR1W
17/02/2020,-0.413,EUR3M
17/02/2020,-0.353,EUR6M
17/02/2020,0.8333,GBP
17/02/2020,119.051,JPY
17/02/2020,10.0222,NOK
17/02/2020,1.0836,USD
17/03/2020,1.0571,CHF
17/03/2020,-0.446,EONIA
17/03/2020,-0.263,EUR12M
17/03/2020,-0.495,EUR1M
17/03/2020,-0.513,EUR1W
17/03/2020,-0.408,EUR3M
17/03/2020,-0.373,EUR6M
17/03/2020,0.912,GBP
17/03/2020,118.177,JPY
17/03/2020,11.5489,NOK
17/03/2020,1.1015,USD
17/04/2019,-0.369,EONIA
17/04/2019,-0.112,EUR12M
17/04/2019,-0.368,EUR1M
17/04/2019,-0.378,EUR1W
17/04/2019,-0.311,EUR3M
17/04/2019,-0.232,EUR6M
17/04/2020,1.0514,CHF
17/04/2020,-0.453,EONIA
17/04/2020,-0.105,EUR12M
17/04/2020,-0.434,EUR1M
17/04/2020,-0.518,EUR1W
17/04/2020,-0.243,EUR3M
17/04/2020,-0.195,EUR6M
17/04/2020,0.8694,GBP
17/04/2020,116.961,JPY
17/04/2020,11.2179,NOK
17/04/2020,1.0874,USD
17/05/2019,-0.37,EONIA
17/05/2019,-0.133,EUR12M
17/05/2019,-0.368,EUR1M
17/05/2019,-0.379,EUR1W
17/05/2019,-0.313,EUR3M
17/05/2019,-0.24,EUR6M
17/06/2019,-0.369,EONIA
17/06/2019,-0.177,EUR12M
17/06/2019,-0.385,EUR1M
17/06/2019,-0.395,EUR1W
17/06/2019,-0.32,EUR3M
17/06/2019,-0.268,EUR6M
17/07/2019,-0.37,EONIA
17/07/2019,-0.298,EUR12M
17/07/2019,-0.397,EUR1M
17/07/2019,-0.4,EUR1W
17/07/2019,-0.369,EUR3M
17/07/2019,-0.35700000000000004,EUR6M
17/09/2019,-0.3670000000000001,EONIA
17/09/2019,-0.304,EUR12M
17/09/2019,-0.447,EUR1M
17/09/2019,-0.468,EUR1W
17/09/2019,-0.398,EUR3M
17/09/2019,-0.365,EUR6M
17/10/2019,-0.463,EONIA
17/10/2019,-0.294,EUR12M
17/10/2019,-0.448,EUR1M
17/10/2019,-0.499,EUR1W
17/10/2019,-0.41,EUR3M
17/10/2019,-0.349,EUR6M
17/12/2019,-0.451,EONIA
17/12/2019,-0.263,EUR12M
17/12/2019,-0.465,EUR1M
17/12/2019,-0.4970000000000001,EUR1W
17/12/2019,-0.4,EUR3M
17/12/2019,-0.342,EUR6M
18/01/2019,-0.371,EONIA
18/01/2019,-0.116,EUR12M
18/01/2019,-0.368,EUR1M
18/01/2019,-0.378,EUR1W
18/01/2019,-0.308,EUR3M
18/01/2019,-0.235,EUR6M
18/02/2019,-0.371,EONIA
18/02/2019,-0.108,EUR12M
18/02/2019,-0.368,EUR1M
18/02/2019,-0.3720000000000001,EUR1W
18/02/2019,-0.308,EUR3M
18/02/2019,-0.232,EUR6M
18/02/2020,1.0609,CHF
18/02/2020,-0.451,EONIA
18/02/2020,-0.292,EUR12M
18/02/2020,-0.48,EUR1M
18/02/2020,-0.523,EUR1W
18/02/2020,-0.403,EUR3M
18/02/2020,-0.358,EUR6M
18/02/2020,0.8302,GBP
18/02/2020,118.595,JPY
18/02/2020,10.0691,NOK
18/02/2020,1.0794,USD
18/03/2019,-0.369,EONIA
18/03/2019,-0.109,EUR12M
18/03/2019,-0.3670000000000001,EUR1M
18/03/2019,-0.376,EUR1W
18/03/2019,-0.31,EUR3M
18/03/2019,-0.231,EUR6M
18/03/2020,1.0571,CHF
18/03/2020,-0.444,EONIA
18/03/2020,-0.253,EUR12M
18/03/2020,-0.478,EUR1M
18/03/2020,-0.501,EUR1W
18/03/2020,-0.408,EUR3M
18/03/2020,-0.36,EUR6M
18/03/2020,0.9389,GBP
18/03/2020,118.096,JPY
18/03/2020,12.2653,NOK
18/03/2020,1.0933,USD
18/04/2019,-0.366,EONIA
18/04/2019,-0.112,EUR12M
18/04/2019,-0.368,EUR1M
18/04/2019,-0.378,EUR1W
18/04/2019,-0.311,EUR3M
18/04/2019,-0.232,EUR6M
18/06/2019,-0.368,EONIA
18/06/2019,-0.184,EUR12M
18/06/2019,-0.388,EUR1M
18/06/2019,-0.398,EUR1W
18/06/2019,-0.322,EUR3M
18/06/2019,-0.276,EUR6M
18/07/2019,-0.368,EONIA
18/07/2019,-0.303,EUR12M
18/07/2019,-0.399,EUR1M
18/07/2019,-0.401,EUR1W
18/07/2019,-0.37,EUR3M
18/07/2019,-0.353,EUR6M
18/09/2019,-0.457,EONIA
18/09/2019,-0.306,EUR12M
18/09/2019,-0.438,EUR1M
18/09/2019,-0.485,EUR1W
18/09/2019,-0.396,EUR3M
18/09/2019,-0.369,EUR6M
18/10/2019,-0.462,EONIA
18/10/2019,-0.298,EUR12M
18/10/2019,-0.438,EUR1M
18/10/2019,-0.488,EUR1W
18/10/2019,-0.407,EUR3M
18/10/2019,-0.35100000000000003,EUR6M
18/11/2019,-0.456,EONIA
18/11/2019,-0.267,EUR12M
18/11/2019,-0.455,EUR1M
18/11/2019,-0.488,EUR1W
18/11/2019,-0.403,EUR3M
18/11/2019,-0.338,EUR6M
18/12/2019,-0.455,EONIA
18/12/2019,-0.269,EUR12M
18/12/2019,-0.461,EUR1M
18/12/2019,-0.491,EUR1W
18/12/2019,-0.403,EUR3M
18/12/2019,-0.348,EUR6M
19/02/2019,-0.369,EONIA
19/02/2019,-0.108,EUR12M
